"","Top","Age","IIa_5Me","IIa_6Me","IIb_5Me","IIb_6Me","IIc_5Me","IIc_6Me","IIIa_5Me","IIIa_6Me","IIIb_5Me","IIIb_6Me","IIIc_5Me","IIIc_6Me","C46","GDGT0","GDGT1","H.GDGT0","OH.GDGT0","GDGT2","H.GDGT1","OH.GDGT1","X2OH.GDGT1","GDGT3","H.GDGT2","OH.GDGT2","GDGT4","Crenarch","Crenarch.p","IIIa_7Me","IIIa_8Me","IIIb_7Me","IIIb_8Me","IIIc_7Me","IIa_7Me","IIa_8Me","IIb_7Me","IIb_8Me","H.1034","H.1034p","H.1034pp","IIc_7Me","H.1032","H.1020","H.1020p","OH.Ia","H.1048","H.1048p","H.1048pp","OH.IIIa","H.1046","OH.IIIb","OH.IIa","OH.IIb","OH.Ib","All_isoGDGT","All_brGDGT","All_H.brGDGT","All_H.isoGDGT","All_OH.isoGDGT","All_OH.brGDGT","All_GDGT","Ic","Ib","Ia","IIc","IIb","IIa","IIIc","IIIb","IIIa","I","II","III","f.IIIa_5Me","f.IIIa_6Me","f.IIIa_7Me","f.IIIb_5Me","f.IIIb_6Me","f.IIIb_7Me","f.IIIc_5Me","f.IIIc_6Me","f.IIIc_7Me","f.IIa_5Me","f.IIa_6Me","f.IIa_7Me","f.IIb_5Me","f.IIb_6Me","f.IIb_7Me","f.IIc_5Me","f.IIc_6Me","f.IIc_7Me","f.Ia","f.Ib","f.Ic","f.HbrGDGT","f.HisoGDGT","BIT","GDGT0.Crenar","IIIa.IIa","Ib.Ia","TEX86","MI","MBT","MBTp","MBTp5Me","MBTp6Me","MBTm","CBT","CBTp","CBT5Me","CBT6Me","Rib","Index1","Index2","IBT","DC","IR6Me","IR.IIap","IR.IIIap","IR","CI","IR7Me","IR6_7Me","IRp6_7Me","pCren","pCren.p","MAAT_MBTp_DJ","MAAT_DJ_5Me","MAAT_soil_Naaf","MAAT_soil5Me_Naaf","MAAT_bog5Me_Naaf","MAAT_Ding","MAAT_Wang","MCQT_Ding","MAAT_Chen_Tjk","MAAT_mr_DJ","MAAT_mrs_DJ","MAAT_mr_Yang","MAAT_mr_Tibet","MAAT_LSun","MAF_MSosa","TsumL_mr_Pears1","TsumL_mr_Pears2","TgrowL_mr_Dang","LST_TEX86","MAF_meth_Raberg","MAF_full_Raberg","DeltaMBT"
"NRX2018_43",171,2648,8.59000001,5.48000001,1.38000001,1.77000001,0.10000001,0.18000001,11.34000001,5.60000001,0.14000001,0.35000001,0.02000001,0.22000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.46000015,0,0,0,0,41.46000015,0.15000001,1.45000001,4.69000001,0.28000002,3.15000002,14.07000002,0.24000002,0.49000002,16.94000002,6.29000003,17.50000006,17.67000006,0.273516641798661,0.135069946689327,0,0.00337674890239961,0.00844187189420451,0,0.000482392907082515,0.00530631956594433,0,0.207187650239311,0.13217559069401,0,0.0332850941873429,0.0426917511721234,0,0.00241196357062724,0.00434153423417197,0,0.113121080391506,0.0349734685179445,0.0036179452353427,0,NA,1,NA,1.20398009921254,0.30916844496979,NA,NA,0.151712494144793,0.154431623201879,0.227075812783563,0.32556935855125,0.519891500145107,0.610475000223617,0.252985348747259,0.671411637092547,0.499465079383502,0,-0.171483094162466,0.0223784500366104,0.254967537959971,0.175667288204426,0.386693204822201,0.389481165757667,0.33057851259672,0.357304095637144,0.190495532261785,0,0.193346602411101,0.193346602411101,NA,NA,2.13598706799033,-1.42846568795695,-6.16469673052965,-5.62360647829052,-11.2011840889537,-0.771536153808695,-10.4580778917089,-7.65621843092707,5.45985560544441,4.209073828561,3.71708635482,13.2284129469787,16.0670477792774,9.2118613576476,7.4941937594521,22.7159672597107,16.2375543018661,-6.59465269064887,NA,6.4516096898029,6.84514031319348,-0.0984935457676868
"NRX2018_44",175,2724,7.82000001,3.39000001,0.90000001,0.79000001,0.05000001,0.06000001,7.49000001,3.60000001,0.09000001,0.16000001,0.01000001,0.08000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.50000015,0,0,0,0,29.50000015,0.06000001,0.86000001,4.14000001,0.11000002,1.69000002,11.21000002,0.09000002,0.25000002,11.09000002,5.06000003,13.01000006,11.43000006,0.25389830413272,0.122033898023556,0,0.00305084778109738,0.00542372912496409,0,0.000338983388106864,0.00271186473197357,0,0.265084744753806,0.114915253991956,0,0.0305084747601264,0.0267796612197644,0,0.00169491558460212,0.00203389863372594,0,0.140338982676242,0.0291525425636311,0.00203389863372594,0,NA,1,NA,0.9892952720976,0.207729470512731,NA,NA,0.1715254238736,0.173525377603299,0.237335835524695,0.392248062212607,0.432972047406304,0.779568195118687,0.378295197707669,0.832218507629323,0.659311027876123,0,-0.198223465030135,0.0348504301388897,0.340498014277297,0.128279884465656,0.330605565479842,0.302408564134864,0.324616772182837,0.31345291513282,0.212853470622848,0,0.165302782739921,0.165302782739921,NA,NA,1.76913503937932,-1.10578797274835,-5.75419322065696,-5.22254218933968,-10.6658161023214,-0.823470237494084,-11.1969143387826,-7.40067964596491,5.65684804207414,2.8133898692031,3.11783052070256,12.7734237576267,16.4082915551748,8.65818936760634,7.83619451748983,21.0487119605998,15.3739322537258,-6.73786442484137,NA,6.81990059790398,6.31340104028885,-0.154912226687913
"NRX2018_45",179,2798,7.13000001,4.99000001,0.81000001,1.12000001,0.06000001,0.06000001,8.76000001,3.94000001,0.11000001,0.16000001,0.01000001,0.07000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.36000015,0,0,0,0,31.36000015,0.08000001,1.06000001,3.00000001,0.12000002,1.93000002,12.12000002,0.08000002,0.27000002,12.70000002,4.14000003,14.17000006,13.05000006,0.279336733676642,0.125637754819972,0,0.00350765336332436,0.00510204111080019,0,0.000318877868372714,0.0022321431653437,0,0.22735969310893,0.159119897516965,0,0.0258290818279859,0.035714285862336,0,0.00191326561584854,0.00191326561584854,0,0.095663265167427,0.033801020565365,0.00255102071483887,0,NA,1,NA,1.04785478539958,0.353333335488889,NA,NA,0.132015306447631,0.133505321358091,0.198086125173874,0.29052631646759,0.548148146954733,0.703880599344984,0.258364236730524,0.733767835036363,0.564090282812129,0,-0.184102476716108,0.00974523708386417,0.250272437892795,0.155833334480556,0.379867744835263,0.411716171762845,0.310236220771281,0.359790491765044,0.158814187677902,0,0.189933872417632,0.189933872417632,NA,NA,0.957661963814777,-2.34019136328165,-7.32457413179329,-6.75681336695325,-12.7138659884272,-1.60119750925152,-10.8067514316661,-8.45943751390848,4.90325360333839,3.26655615668101,3.025787639494,12.9753507914444,15.9671428872394,7.58166090913276,6.52787083912914,22.0210778919591,15.761160759784,-7.72080358371746,NA,5.4137154234235,6.77820323371325,-0.0924401912937158
"NRX2018_46",183,2873,6.33000001,6.12000001,0.97000001,2.12000001,0.07000001,0.19000001,9.81000001,7.32000001,0.13000001,0.44000001,0.01000001,0.25000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.23000015,0,0,0,0,38.23000015,0.14000001,1.46000001,2.87000001,0.26000002,3.09000002,12.45000002,0.26000002,0.57000002,17.13000002,4.47000003,15.80000006,17.96000006,0.256604759913923,0.191472664956293,0,0.00340047108265575,0.0115092861175414,0,0.000261574940119376,0.00653936722519212,0,0.165576771780368,0.16008370353093,0,0.0253727440804104,0.0554538321130506,0,0.00183102301138756,0.00496991915392394,0,0.075071933003903,0.0381899033291006,0.00366204576120045,0,NA,1,NA,1.37590361385397,0.508710803105537,NA,NA,0.116923882094204,0.119518717028154,0.206466513420201,0.221068249976519,0.51554404060109,0.527247366626439,0.0593975895029844,0.578181551116921,0.399876663629301,0,-0.12110267178501,-0.0338682732855304,0.0795042615601329,0.208942391370791,0.486966824690876,0.491566265073789,0.427320490452632,0.45436105482845,0.150973172302515,0,0.243483412345438,0.243483412345438,NA,NA,1.52558765910085,-2.07662815293469,-6.98927479805777,-6.42922399040436,-12.2765773297339,-1.40043334758861,-9.06606682141982,-8.55362542377216,5.06415705766785,4.83332725185721,3.81666231378239,14.2513732835023,16.3730604468465,8.88981035578445,6.80721711400669,25.9597437117719,17.3991106769849,-6.25998693707826,NA,5.62665383735511,7.46115207703191,-0.0146017365563188
"NRX2018_47",187,2947,11.57000001,6.97000001,1.39000001,1.68000001,0.07000001,0.13000001,14.83000001,5.04000001,0.16000001,0.33000001,0.01000001,0.17000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.30000015,0,0,0,0,49.30000015,0.16000001,1.63000001,5.16000001,0.20000002,3.07000002,18.54000002,0.18000002,0.49000002,19.87000002,6.95000003,21.81000006,20.54000006,0.300811358313961,0.102231237214307,0,0.00324543629844188,0.00669371215001913,0,0.000202839958814889,0.00344827605441701,0,0.234685597866068,0.141379310117507,0,0.0281947262833832,0.034077079206662,0,0.00141987849466568,0.00263691703051648,0,0.104665314286008,0.0330628804267864,0.00324543629844188,0,NA,1,NA,1.07173678525163,0.315891474194009,NA,NA,0.140973631011236,0.142915895831364,0.199655271934046,0.334617236715301,0.595474393664442,0.702650485852034,0.338368430989592,0.743488995648302,0.564032805182785,0,-0.222809729910229,0.0305338041799649,0.342060919072715,0.152911393108028,0.338134593138698,0.375943905203944,0.253648716906242,0.312678990041469,0.163498099020756,0,0.169067296569349,0.169067296569349,NA,NA,1.25636451599126,-2.29084169767426,-7.26179256991883,-6.69547542009815,-12.6319879104815,-1.36288142268763,-11.8762328374196,-8.18075871252297,4.93338122113368,3.21574038704135,3.04950710691631,12.4581541764154,15.5695456592996,7.64850273904526,6.58017573113486,20.4122515807944,15.1606085500387,-7.84406288776654,NA,6.11376755390625,6.45752268275085,-0.134961964781255
"NRX2018_48",191,3018,6.05000001,4.84000001,1.02000001,1.89000001,0.08000001,0.15000001,7.01000001,5.50000001,0.12000001,0.40000001,0.02000001,0.21000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.81000015,0,0,0,0,31.81000015,0.13000001,1.27000001,3.12000001,0.23000002,2.91000002,10.89000002,0.23000002,0.52000002,12.51000002,4.52000003,14.03000006,13.26000006,0.220370951805858,0.172901602768461,0,0.00377239891336498,0.012574662311028,0,0.000628733414199622,0.00660169786261381,0,0.190191763013871,0.15215341047397,0,0.0320653884058532,0.0594152782485919,0,0.00251493271369884,0.00471549856311459,0,0.0980823638883258,0.0399245521537666,0.00408676546328152,0,NA,1,NA,1.14876033030531,0.407051283951759,NA,NA,0.142093681505374,0.145524791178116,0.241970022112532,0.267455621969119,0.413056036558345,0.52526185132376,0.0910446807247353,0.602533850484375,0.401225983461758,0,-0.101445462892387,0.000701418588774238,0.101422638006179,0.199825480977922,0.475998534367174,0.444444444546475,0.439648281471386,0.441880341979692,0.192830655390302,0,0.237999267183587,0.237999267183587,NA,NA,2.34303382951587,-0.960042804560866,-5.56877941527759,-5.04139183562112,-10.4240042461681,-0.735803604410595,-8.52293813971666,-7.77372262378427,5.74582442456061,4.5823546330131,3.76675574546956,14.4470606915731,17.0411788991739,10.2576109205324,7.99066740375107,26.5041182653059,18.016692898098,-5.24341404454536,NA,6.52236233604217,7.41314579975763,-0.0254855998565867
"NRX2018_49",195,3086,11.65000001,8.36000001,1.50000001,2.20000001,0.10000001,0.12000001,17.00000001,6.64000001,0.34000001,0.10000001,0.14000001,0.03000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.27000015,0,0,0,0,55.27000015,0.14000001,2.04000001,4.91000001,0.22000002,3.70000002,20.01000002,0.17000002,0.44000002,23.64000002,7.09000003,23.93000006,24.25000006,0.307580965512264,0.120137506639757,0,0.00615161948755667,0.00180929997699665,0,0.00253301989542332,0.000542790119749982,0,0.210783426422697,0.151257463132104,0,0.0271394971219301,0.0398045956943968,0,0.00180929997699665,0.00217115993620999,0,0.0888366201678036,0.0369097160206901,0.00253301989542332,0,NA,1,NA,1.18140929517101,0.415478616261754,NA,NA,0.128279356083917,0.129710940646392,0.189876808160381,0.290454732063423,0.636562271402382,0.637636143842153,0.280556111359137,0.670057068493943,0.495505064877695,0,-0.206399491246047,0.0110569125238282,0.281033366971841,0.176119403629613,0.362183478965089,0.417791104529944,0.280879864821591,0.343642611827132,0.146305125316175,0,0.181091739482544,0.181091739482544,NA,NA,1.21564222445315,-2.59837438335602,-7.65302890550316,-7.07771556901071,-13.1422281501913,-1.47561143671446,-11.4228179431283,-8.4354661475622,4.74563471667931,3.70379773851873,3.21465895325133,12.7235570989229,15.560414347835,7.63846351772347,6.25422693867936,21.2676678633047,15.6860322315559,-9.76682829886875,NA,5.02522017835862,6.91470425380043,-0.100577923903043
"NRX2018_50",199,3165,4.02000001,3.85000001,0.78000001,1.39000001,0.05000001,0.10000001,6.28000001,3.32000001,0.09000001,0.23000001,0.01000001,0.12000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.49000015,0,0,0,0,23.49000015,0.12000001,1.17000001,1.96000001,0.15000002,2.17000002,7.87000002,0.13000002,0.32000002,9.60000002,3.25000003,10.19000006,10.05000006,0.267347806296204,0.141336738561068,0,0.00383141802576787,0.00979140095918646,0,0.000425713492385823,0.00510855722578614,0,0.171136653228161,0.163899531094724,0,0.033205619626188,0.0591741166932262,0,0.00212856575907685,0.00425713109244063,0,0.0834397614935733,0.0498084292264255,0.00510855722578614,0,NA,1,NA,1.2198221087171,0.596938777566639,NA,NA,0.138356747945785,0.141059028406402,0.226008345909556,0.272879933744618,0.553819442721897,0.468807048445138,0.128019690381059,0.48666656962408,0.355936165180545,0,-0.121696546703069,0.0110192994460787,0.157318068669241,0.245901640625969,0.445158103091948,0.489199491768235,0.345833333654514,0.410417859392289,0.159869494714838,0,0.222579051545974,0.222579051545974,NA,NA,2.52469391591454,-1.46203752114446,-6.20740608015866,-5.66533375839545,-11.2568845104394,-0.643234361957298,-9.0824755854058,-7.7703398300457,5.43936024146348,5.16808432474616,3.86217114725732,13.9851426423256,16.1960111072583,9.96341910028821,7.45861153031854,25.0038315131726,18.2519370393022,-6.60893999796335,NA,6.09920267589181,8.34425372251456,-0.0468715878350623
"NRX2018_51",203,3228,5.65000001,3.56000001,0.83000001,1.00000001,0.06000001,0.08000001,8.27000001,2.98000001,0.10000001,0.17000001,0.01000001,0.08000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.72000015,0,0,0,0,26.72000015,0.14000001,1.28000001,2.51000001,0.14000002,1.83000002,9.21000002,0.09000002,0.27000002,11.25000002,3.93000003,11.18000006,11.61000006,0.309505986660707,0.111526945855949,0,0.00374251532330175,0.00636227578763693,0,0.00037425186915652,0.0029940123334917,0,0.211452094995591,0.13323353256044,0,0.0310628744513686,0.037425149864754,0,0.00224550934368165,0.0029940123334917,0,0.0939371255954128,0.0479041917220947,0.00523952130292185,0,NA,1,NA,1.22149837085451,0.5099601613149,NA,NA,0.147080838620429,0.149089530106227,0.209711847135548,0.340259740794963,0.617994098405644,0.576167219577574,0.312005044348482,0.58740770040408,0.425253841696157,0,-0.213049427909184,0.0200865624493807,0.328061486246145,0.205452776220242,0.345326898576603,0.38653637375345,0.264888889306864,0.319648094194236,0.15276932473627,0,0.172663449288301,0.172663449288301,NA,NA,2.1649072982882,-1.97456240758701,-6.85942899610672,-6.30236389547143,-12.1072358164671,-0.776990408438398,-11.6065556931307,-7.72691971483127,5.12646746500252,4.14975302923043,3.2934580963466,12.7359656008834,15.4320209964108,8.74021555549333,6.91539490451827,21.0332710643716,16.7171033414459,-8.23849552049872,NA,5.89450482117597,7.71564592287086,-0.130547893659415
"NRX2018_52",207,3284,6.33000001,5.12000001,0.93000001,1.66000001,0.08000001,0.13000001,8.20000001,3.56000001,0.11000001,0.27000001,0.01000001,0.16000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.24000015,0,0,0,0,31.24000015,0.13000001,1.40000001,3.15000001,0.21000002,2.59000002,11.45000002,0.17000002,0.38000002,11.76000002,4.68000003,14.25000006,12.31000006,0.262483993938137,0.113956465842078,0,0.00352112706375899,0.00864276596362308,0,0.000320102751343937,0.00512163921996652,0,0.202624839295975,0.163892445115753,0,0.0297695264255625,0.0531370039061924,0,0.00256081977003448,0.004161331926242,0,0.100832266161177,0.0448143406939132,0.004161331926242,0,NA,1,NA,1.02707423576057,0.444444446208113,NA,NA,0.149807938781332,0.152492669052649,0.231454006617123,0.308910891641996,0.529936304605461,0.563379957724703,0.204906746217613,0.609452413500431,0.43178408128273,0,-0.136644631152146,0.0374683443465384,0.223745888718641,0.197290432862691,0.410391566669918,0.447161572144696,0.302721088770882,0.373976734383495,0.17816742107777,0,0.205195783334959,0.205195783334959,NA,NA,2.34290838033306,-1.29077149189149,-5.98952519524893,-5.45246288133668,-10.9727299347185,-0.662610937788232,-9.49549115873379,-7.61601723798123,5.54391692704875,4.4030025897263,3.58263765336121,13.6510563610225,16.271690169595,9.64256785130585,7.64013355390409,23.7323304236604,17.4838668747894,-6.23743279794767,NA,6.13176776696056,7.98769015505958,-0.0774568850248732
"NRX2018_53",211,3338,4.59000001,4.25000001,0.83000001,1.55000001,0.02000001,0.14000001,7.45000001,4.78000001,0.12000001,0.31000001,0.01000001,0.15000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.08000015,0,0,0,0,28.08000015,0.12000001,1.21000001,2.55000001,0.16000002,2.38000002,8.84000002,0.16000002,0.43000002,12.23000002,3.88000003,11.38000006,12.82000006,0.265313389252243,0.170227919674708,0,0.00427350460680108,0.0110398863370376,0,0.000356125710348331,0.00534188066947001,0,0.163461537944472,0.151353275900891,0,0.0295584047566325,0.0551994302606868,0,0.000712251064571308,0.00498575531524703,0,0.0908119656829845,0.0430911682171056,0.00427350460680108,0,NA,1,NA,1.38348416202832,0.474509805982315,NA,NA,0.138176638506891,0.141142234066,0.231365534514276,0.265753425438169,0.532677440763108,0.501429273015463,0.11097684661271,0.544068041308998,0.391599828771294,0,-0.118499605252616,-0.00650348224457925,0.124938736367827,0.222222223432583,0.461983471262892,0.480769230812739,0.390842191511297,0.428571428707031,0.174777245014166,0,0.230991735631446,0.230991735631446,NA,NA,2.34230527804834,-1.29355393952601,-5.99306496408381,-5.45592125583694,-10.9773464090451,-0.757879319491976,-8.99414409312978,-7.84439747455009,5.5422182626741,5.31095444326413,4.13826923816452,14.111574097196,16.249900317002,9.98567724641855,7.63718448380921,25.2433405344907,17.7267806670934,-6.77222580226731,NA,6.47475451389201,7.98968118019909,-0.0343878909238923
"NRX2018_54",215,3391,6.61000001,5.50000001,0.97000001,1.08000001,0.04000001,0.07000001,9.64000001,5.08000001,0.14000001,0.22000001,0.01000001,0.08000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.51000015,0,0,0,0,33.51000015,0.08000001,1.07000001,2.92000001,0.11000002,2.05000002,12.11000002,0.09000002,0.36000002,14.72000002,4.07000003,14.27000006,15.17000006,0.287675319810466,0.151596537966593,0,0.00417785763573027,0.00656520468562278,0,0.000298418679654945,0.00238734734831089,0,0.197254550295787,0.164130109978528,0,0.028946583278365,0.0322291854719672,0,0.00119367382336464,0.00208892896707433,0,0.0871381676194949,0.0319307670907307,0.00238734734831089,0,NA,1,NA,1.21552435967709,0.366438358334115,NA,NA,0.121456282058536,0.123109498380458,0.190811065009059,0.257594937466352,0.578605199640989,0.682804383259412,0.199477967904285,0.669462729866065,0.592873628575674,0,-0.165589671360723,-0.0149128630167163,0.18636769732927,0.176318065077552,0.408627717763746,0.454170107424987,0.345108695862624,0.394334700120261,0.152321335703201,0,0.204313858881873,0.204313858881873,NA,NA,0.754893596713343,-2.5689920054651,-7.61564928898756,-7.04119546879589,-13.0934786278273,-1.80618355857408,-10.2952426196968,-8.74060659180067,4.76357244817393,3.92771414426568,3.43817667301324,13.1598329093412,15.8427723354964,7.42153831162127,6.2853688336353,22.870038870919,15.7680095919367,-8.08504328053547,NA,5.66296799890823,6.93008344895242,-0.0667838724572927
"NRX2018_55",219,3443,8.27000001,6.85000001,1.30000001,1.58000001,0.05000001,0.07000001,16.25000001,4.99000001,0.22000001,0.22000001,0.01000001,0.07000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.35000015,0,0,0,0,45.35000015,0.09000001,1.57000001,3.81000001,0.12000002,2.88000002,15.12000002,0.08000002,0.44000002,21.24000002,5.47000003,18.12000006,21.76000006,0.358324144570041,0.110033075931533,0,0.00485115786708548,0.00485115786708548,0,0.000220507386260725,0.00154355038078208,0,0.182359426298701,0.151047408761695,0,0.0286659317684699,0.0348401324095696,0,0.00110253604927496,0.00154355038078208,0,0.0840132303726134,0.034619625243816,0.0019845647122892,0,NA,1,NA,1.40476190422651,0.412073492356762,NA,NA,0.120617420328719,0.122016507173281,0.174537333049853,0.288502110221775,0.811422942243818,0.628790600743301,0.310170111715223,0.624185035243709,0.529446648958339,0,-0.233727629302795,0.0121894863283834,0.316168763080108,0.191973244971309,0.345536610294273,0.453042328104441,0.234934086878593,0.325632563448149,0.13448641037647,0,0.172768305147136,0.172768305147136,NA,NA,1.02726901615719,-3.08080087558213,-8.26676130467539,-7.67733565108125,-13.9426419614587,-1.64608495711222,-12.1778943976362,-8.65303136702983,4.45111679455717,4.35606396714643,3.66179052434689,12.1792943977752,14.5944454498287,7.10176927787674,5.74291110166176,19.7082470350334,14.7622271571481,-10.0383307615821,NA,5.06155816926904,6.97925512921917,-0.113964777171922
"NRX2018_56",223,3497,5.69000001,5.36000001,1.02000001,1.49000001,0.06000001,0.10000001,12.22000001,4.39000001,0.19000001,0.30000001,0.01000001,0.13000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.05000015,0,0,0,0,35.05000015,0.09000001,1.47000001,2.53000001,0.16000002,2.51000002,11.05000002,0.14000002,0.49000002,16.61000002,4.09000003,13.72000006,17.24000006,0.348644791945885,0.125249643115907,0,0.00542082765155138,0.00855920138990356,0,0.000285306988793265,0.00370898743063201,0,0.16233951456916,0.152924393354104,0,0.029101284040936,0.0425106991048044,0,0.00171184050622607,0.00285306732017232,0,0.0721825962674068,0.0419400856978313,0.00256776061668576,0,NA,1,NA,1.50316741990377,0.581027669640207,NA,NA,0.116690442581924,0.118826264291956,0.177209706134979,0.265068049996451,0.803883492404562,0.533016695556632,0.23639620050856,0.518672468012683,0.425785290316933,0,-0.210080254616868,0.00233074578879216,0.264090969744609,0.232492998197972,0.380167959120796,0.485067873330194,0.264298615575799,0.35249457721982,0.123776908331051,0,0.190083979560398,0.190083979560398,NA,NA,1.47140952924452,-2.9967547420549,-8.15983965753948,-7.57287258718366,-13.8031975338768,-1.42597809493436,-11.5245174350641,-8.57293562029403,4.5024263577916,4.93599146428249,3.82567761068612,12.6884165724033,14.7912097323885,7.73955212228772,5.83199020449931,21.2160913783905,15.9190299972367,-9.31483309975107,NA,4.51965759693128,7.50444951793837,-0.0878583438614716
"NRX2018_57",227,3552,5.47000001,6.54000001,1.23000001,2.36000001,0.07000001,0.14000001,11.35000001,6.69000001,0.18000001,0.40000001,0.01000001,0.17000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.89000015,0,0,0,0,38.89000015,0.12000001,1.61000001,2.55000001,0.21000002,3.59000002,12.01000002,0.18000002,0.58000002,18.04000002,4.28000003,15.81000006,18.80000006,0.291848803451342,0.172023656060593,0,0.00462843942673526,0.0102854206340238,0,0.000257135766557718,0.00437130391731305,0,0.140653123911083,0.16816662341926,0,0.0316276679160671,0.0606839804807766,0,0.00179994882309097,0.00359989738904642,0,0.0655695551597986,0.041398817274111,0.00308562637020201,0,NA,1,NA,1.50208159783167,0.631372550465206,NA,NA,0.110053998804112,0.112247574551607,0.191071429313616,0.213893054224262,0.643614053099539,0.447158029731512,0.0717564667568803,0.450856026261743,0.359773375226514,0,-0.131462199602758,-0.0227530582273027,0.104266147134265,0.26151012979186,0.470962149768406,0.544546211416243,0.370842572205274,0.440266223041243,0.131646876925689,0,0.235481074884203,0.235481074884203,NA,NA,1.75428878252214,-2.56080354808677,-7.60523211316222,-7.03101782813075,-13.0798928184155,-1.31011103145572,-9.3523005750242,-8.59716761929345,4.76857144282143,5.44693496390999,4.11429159710096,13.9056312851673,15.7850013106493,8.74945766807287,6.2940476437872,25.1974544154122,17.2904860169048,-7.77550528097645,NA,5.08444110253413,7.77185846324561,-0.0228216249106461
"NRX2018_58",231,3604,5.21000001,5.65000001,1.12000001,1.78000001,0.06000001,0.13000001,11.05000001,5.59000001,0.17000001,0.41000001,0.01000001,0.18000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.44000015,0,0,0,0,35.44000015,0.12000001,1.41000001,2.55000001,0.19000002,2.90000002,10.86000002,0.19000002,0.58000002,16.64000002,4.08000003,13.95000006,17.41000006,0.311794581355271,0.157731376589737,0,0.00479683999098403,0.0115688489916668,0,0.000282167323862159,0.00507900703267915,0,0.147009029005323,0.159424378839908,0,0.0316027089520201,0.0502257337038979,0,0.00169300253233774,0.00366817182420356,0,0.0719525959144218,0.0397855531611785,0.00338600478250844,0,NA,1,NA,1.53222835997748,0.55294117822376,NA,NA,0.115124153858109,0.117680992704214,0.189591078844267,0.236796286327583,0.69150246106926,0.492951505639512,0.132625563773839,0.486741197768528,0.410023167662941,0,-0.157755731422461,-0.0137305826524369,0.160354229786429,0.245869777469894,0.438137755338759,0.520257826850354,0.33593750019719,0.408727272860033,0.135566188513185,0,0.219068877669379,0.219068877669379,NA,NA,1.66307573685459,-2.60736057034781,-7.66446093544088,-7.08888472797761,-13.1571375059062,-1.33190119215419,-10.0787908592026,-8.53707173993606,4.74014871380992,5.34285555197719,4.10931151839738,13.4597630007629,15.4317268912004,8.43676612483418,6.24470262814223,23.7611456667841,16.6470654992647,-8.17546276290013,NA,5.25128201795663,7.52328169711552,-0.0472052074833164
