"","Top","Age","GDGT0","GDGT1","GDGT2","GDGT3","Crenarch","Crenarch.p","IIIa_5Me","IIIa_6Me","IIIb_5Me","IIIb_6Me","IIIc_5Me","IIIc_6Me","IIa_5Me","IIa_6Me","IIb_5Me","IIb_6Me","IIc_5Me","IIc_6Me","C46","H.GDGT0","OH.GDGT0","H.GDGT1","OH.GDGT1","X2OH.GDGT1","H.GDGT2","OH.GDGT2","GDGT4","IIIa_7Me","IIIa_8Me","IIIb_7Me","IIIb_8Me","IIIc_7Me","IIa_7Me","IIa_8Me","IIb_7Me","IIb_8Me","H.1034","H.1034p","H.1034pp","IIc_7Me","H.1032","H.1020","H.1020p","OH.Ia","H.1048","H.1048p","H.1048pp","OH.IIIa","H.1046","OH.IIIb","OH.IIa","OH.IIb","OH.Ib","All_isoGDGT","All_brGDGT","All_H.brGDGT","All_H.isoGDGT","All_OH.isoGDGT","All_OH.brGDGT","All_GDGT","Ic","Ib","Ia","IIc","IIb","IIa","IIIc","IIIb","IIIa","I","II","III","f.IIIa_5Me","f.IIIa_6Me","f.IIIa_7Me","f.IIIb_5Me","f.IIIb_6Me","f.IIIb_7Me","f.IIIc_5Me","f.IIIc_6Me","f.IIIc_7Me","f.IIa_5Me","f.IIa_6Me","f.IIa_7Me","f.IIb_5Me","f.IIb_6Me","f.IIb_7Me","f.IIc_5Me","f.IIc_6Me","f.IIc_7Me","f.Ia","f.Ib","f.Ic","f.HbrGDGT","f.HisoGDGT","BIT","GDGT0.Crenar","IIIa.IIa","Ib.Ia","TEX86","MI","MBT","MBTp","MBTp5Me","MBTp6Me","MBTm","CBT","CBTp","CBT5Me","CBT6Me","Rib","Index1","Index2","IBT","DC","IR6Me","IR.IIap","IR.IIIap","IR","CI","IR7Me","IR6_7Me","IRp6_7Me","pCren","pCren.p","MAAT_MBTp_DJ","MAAT_DJ_5Me","MAAT_soil_Naaf","MAAT_soil5Me_Naaf","MAAT_bog5Me_Naaf","MAAT_Ding","MAAT_Wang","MCQT_Ding","MAAT_Chen_Tjk","MAAT_mr_DJ","MAAT_mrs_DJ","MAAT_mr_Yang","MAAT_mr_Tibet","MAAT_LSun","MAF_MSosa","TsumL_mr_Pears1","TsumL_mr_Pears2","TgrowL_mr_Dang","LST_TEX86","MAF_meth_Raberg","MAF_full_Raberg","DeltaMBT"
"XRD280",280,6056,0.16000001,0.11000001,0.10000001,0.07000001,0.50000001,0.05000001,0.08000001,0.25000001,0.02000001,0.02000001,1e-08,0.01000001,0.06000001,0.20000001,0.07000001,0.15000001,0.01000001,0.02000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99000006,1.00000015,0,0,0,0,1.99000021,1e-08,0.04000001,0.07000001,0.03000002,0.22000002,0.26000002,0.01000002,0.04000002,0.33000002,0.11000003,0.51000006,0.38000006,0.0799999980000003,0.249999972500004,0,0.020000006999999,0.020000006999999,0,9.99999850000022e-09,0.0100000084999987,0,0.0600000009999999,0.199999980000003,0,0.0699999995000001,0.149999987500002,0,0.0100000084999987,0.020000006999999,0,0.0699999995000001,0.0400000039999994,9.99999850000022e-09,0,0,0.568965530915576,0.3200000136,1.26923074852071,0.571428632653053,0.666666676767676,0.337349413412686,0.110000013499998,0.115789491855954,0.333333353535349,0.150684958153497,0.192307716715972,0.103540581277485,-0.490694046637044,0.0725506550005163,0.152610149660913,0.989999911500013,0.146128020167722,0.010995416038364,-0.507084435357018,0.458333340277777,0.730337047595005,0.769230748520712,0.757575741965107,0.762711846595807,0.333333333333333,0,0.365168523797502,0.365168523797502,0.505050484542395,0.0909091057851234,3.81239915169122,1.91333396868673,-1.91333252505068,-1.4699992103032,-5.65666561252548,-0.153531406015179,-1.68248280276583,-7.87723480461278,7.50000038787871,7.68700041044994,5.707499972275,17.94300007455,20.20440030824,16.1075649675613,11.0361117845116,39.43100008035,22.4640004213999,1.77199819070027,22.8000005575757,4.80947527865885,8.16784579759216,0.182648395381852
"XRD290",290,6182,0.29000001,0.11000001,0.10000001,0.06000001,0.40000001,0.04000001,0.09000001,0.21000001,0.02000001,0.03000001,1e-08,0.01000001,0.08000001,0.20000001,0.06000001,0.17000001,0.01000001,0.02000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,1.02000015,0,0,0,0,2.02000021,0.01000001,0.04000001,0.07000001,0.03000002,0.23000002,0.28000002,0.01000002,0.05000002,0.30000002,0.12000003,0.54000006,0.36000006,0.0882352909457905,0.205882332468284,0,0.0196078500576691,0.0294117701845436,0,9.80392012687449e-09,0.00980392993079462,0,0.078431370818916,0.19607841234141,0,0.0588235305651671,0.166666651960786,0,0.00980392993079462,0.0196078500576691,0,0.0686274506920416,0.0392156903114181,0.00980392993079462,0,0,0.619047631292516,0.725000006875,1.07142856632653,0.571428632653053,0.645161303850154,0.380281705613964,0.117647070934254,0.125000016927081,0.333333351851848,0.166666692129627,0.220000020399996,0.112704269161588,-0.432702107414615,0.176091230102721,0.109144460233651,0.98039207151097,0.122215864957196,0.0829742574254615,-0.382334905433092,0.400000015999997,0.711111082962967,0.714285698979593,0.699999986666668,0.706896537455411,0.291666671874999,0,0.355555541481483,0.355555541481483,0.399999986000001,0.0909091095041314,4.04596731859332,1.91333391574063,-1.91333259240755,-1.46999927611125,-5.65666570037056,0.015481047146854,-2.34317565123269,-7.66079623904562,7.50000035555549,7.45333377009797,5.33696081162341,17.7411765733564,20.0405885615801,16.0563123968939,11.0361117283949,38.3352943575548,21.9970593053344,-0.0543152307379557,21.6129039725285,8.07682417495833,6.80742803337558,0.166666659722221
"XRD300",300,6308,0.23000001,0.11000001,0.11000001,0.06000001,0.44000001,0.04000001,0.10000001,0.23000001,0.02000001,0.02000001,1e-08,0.01000001,0.07000001,0.22000001,0.06000001,0.15000001,0.01000001,0.01000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99000006,1.01000015,0,0,0,0,2.00000021,0.01000001,0.03000001,0.07000001,0.02000002,0.21000002,0.29000002,0.01000002,0.04000002,0.33000002,0.11000003,0.52000006,0.38000006,0.0990098961866491,0.227722748358008,0,0.0198019871581207,0.0198019871581207,0,9.90098862856605e-09,0.00990099852955467,0,0.0693069303009509,0.217821759729442,0,0.0594059416723849,0.148514839329479,0,0.00990099852955467,0.00990099852955467,0,0.0693069303009509,0.0297029757866868,0.00990099852955467,0,0,0.610619480852063,0.52272728357438,1.13793102497027,0.42857151020407,0.656250011718749,0.368421067867035,0.108910904617192,0.114583351453991,0.314285737142853,0.152777804591047,0.240000016799997,0.17609124096008,-0.432702107414615,0.191885491771103,0.207125474492053,0.98019793363397,0.12493872368287,0.031408492278765,-0.422763560605581,0.391304366729675,0.711111082962967,0.758620671819264,0.69696968503214,0.725806437044746,0.291666671874999,0,0.355555541481483,0.355555541481483,0.444444427609429,0.0833333506944437,3.36364655883007,1.31428643314271,-2.67542765691447,-2.21457053508589,-6.65057023588595,-0.426496435342059,-2.2679430646423,-8.0631575257143,7.13428615314277,7.48287172383093,5.52039603994118,17.561386269101,19.8537627335006,14.9739225627501,10.4011912380951,38.0831685965591,20.9524758892363,0.993661690545293,22.2250006468749,8.73671371520537,7.33477201096853,0.161507932551806
"XRD310",310,6435,0.19000001,0.12000001,0.11000001,0.06000001,0.47000001,0.05000001,0.10000001,0.23000001,0.01000001,0.04000001,1e-08,0.01000001,0.07000001,0.20000001,0.06000001,0.15000001,1e-08,0.01000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,0.98000015,0,0,0,0,1.98000021,1e-08,0.04000001,0.06000001,0.01000002,0.21000002,0.27000002,0.01000002,0.05000002,0.33000002,0.10000003,0.49000006,0.39000006,0.102040810912121,0.234693851832574,0,0.0102040902748841,0.0408163304872964,0,1.02040800708041e-08,0.0102040902748841,0,0.0714285706997086,0.204081611620162,0,0.0612244906289045,0.153061211266141,0,1.02040800708041e-08,0.0102040902748841,0,0.0612244906289045,0.0408163304872964,1.02040800708041e-08,0,0,0.584070809695355,0.404255331824355,1.22222220576132,0.666666722222213,0.647058835640137,0.358024706294771,0.102040831320281,0.108695671786387,0.303030329660233,0.144927565007348,0.234042572204614,0.12057391857183,-0.444452128820148,0.11394333226248,0.136219734710049,1.02040806830489,0.122215864957195,0.031408492278765,-0.40301950330759,0.434782620037805,0.727272696280996,0.740740722908095,0.69696968503214,0.716666652222223,0.260869574669186,0,0.363636348140498,0.363636348140498,0.469999981800001,0.0961538616863899,3.49591170707572,0.96030386781433,-3.12575651029407,-2.65454441358149,-7.23787739832904,-0.418986774874924,-2.34317565123269,-8.15830680770979,6.91818232947647,7.23122497838393,5.33581635513015,17.5734695203873,19.4259188010328,14.8543280607342,10.0260109886744,38.0112247890983,21.9551025487088,-2.8875521534359,21.7176477273356,8.06786728889412,7.94673248859908,0.158102764652885
"XRD320",320,6562,0.22000001,0.12000001,0.12000001,0.07000001,0.43000001,0.04000001,0.09000001,0.21000001,0.01000001,0.04000001,1e-08,0.02000001,0.07000001,0.18000001,0.05000001,0.20000001,1e-08,0.02000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,0.99000015,0,0,0,0,1.99000021,0.01000001,0.03000001,0.06000001,0.02000002,0.25000002,0.25000002,0.02000002,0.05000002,0.30000002,0.10000003,0.52000006,0.37000006,0.0909090872359969,0.212121190082648,0,0.0101010186715628,0.0404040443832256,0,1.01010085705543e-08,0.0202020272421171,0,0.0707070700948884,0.181818164370985,0,0.0505050529537799,0.202020181512094,0,1.01010085705543e-08,0.0202020272421171,0,0.0606060615243341,0.0303030358126713,0.0101010186715628,0,0,0.586538475776626,0.511627918334234,1.199999984,0.500000083333319,0.657142867755101,0.397435910420775,0.101010116008568,0.108695671786387,0.322580669094688,0.14084509878992,0.227272748966938,0.0442036579890005,-0.490086217368842,0.210853323555817,0.0184834041204825,1.01010091766148,0.110412470583458,0.103896154097503,-0.386944592355279,0.380952403628114,0.752808954677444,0.719999982400001,0.699999986666668,0.709090893884299,0.272727280991734,0,0.376404477338722,0.376404477338722,0.429999984200001,0.0851064006337702,3.92893108458037,1.57516204302793,-2.34354742952155,-1.89032164508866,-6.2177406866392,-0.188561894958956,-2.66930343777906,-8.02969590639283,7.293548846618,7.31646511720225,5.33828285621977,17.8444445346801,19.622727672213,16.0285440489828,10.6776889698229,38.6464648464952,21.1606066837465,1.91383653477224,22.2742863000816,9.23909008141747,5.12504077226493,0.181735570304768
"XRD330",330,6688,0.21000001,0.12000001,0.11000001,0.06000001,0.46000001,0.04000001,0.09000001,0.21000001,0.01000001,0.04000001,1e-08,0.02000001,0.05000001,0.21000001,0.12000001,0.12000001,0.01000001,0.03000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,1.01000015,0,0,0,0,2.01000021,0.01000001,0.03000001,0.06000001,0.04000002,0.24000002,0.26000002,0.02000002,0.05000002,0.30000002,0.10000003,0.54000006,0.37000006,0.089108907558083,0.207920771100876,0,0.00990099852955467,0.0396039644152528,0,9.90098862856605e-09,0.0198019871581207,0,0.0495049530438189,0.207920771100876,0,0.118811873443781,0.118811873443781,0,0.00990099852955467,0.0297029757866868,0,0.0594059416723849,0.0297029757866868,0.00990099852955467,0,0,0.574074088477365,0.456521750945179,1.15384614201184,0.500000083333319,0.636363650137739,0.367088622336163,0.0990099159886264,0.106382998189224,0.270270300219132,0.149253760525727,0.200000023999996,0.0737862066210847,-0.505149960676695,-0.134698552840757,0.255272479367339,0.990098922262537,0.147801602638447,0.0241337129176062,-0.477121213358287,0.576923065088759,0.69230766694844,0.80769228402367,0.699999986666668,0.749999982142858,0.300000004999999,0,0.34615383347422,0.34615383347422,0.459999982400001,0.0800000167999993,3.68950515232438,-0.0699990581082872,-4.43648528823251,-3.93513396443411,-8.94729573456567,-0.340540312370362,-1.6362417190997,-8.15346542313481,6.28918976420734,7.87990136783643,5.71475244671993,16.9574259627585,19.6474261304813,13.864152728642,8.93401000730441,39.554455506764,21.3930698832074,3.44574053429596,21.1272734876032,7.70597814053862,5.9099061280545,0.121016539693406
"XRD340",340,6815,0.23000001,0.12000001,0.11000001,0.06000001,0.43000001,0.05000001,0.10000001,0.24000001,0.02000001,0.03000001,1e-08,0.01000001,0.05000001,0.23000001,0.09000001,0.12000001,1e-08,0.02000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,0.98000015,0,0,0,0,1.98000021,1e-08,0.02000001,0.05000001,0.02000002,0.21000002,0.28000002,0.01000002,0.05000002,0.34000002,0.07000003,0.51000006,0.40000006,0.102040810912121,0.244897931903378,0,0.0204081703456882,0.0306122504164923,0,1.02040800708041e-08,0.0102040902748841,0,0.0510204105581004,0.234693851832574,0,0.0918367308413167,0.122448971053729,0,1.02040800708041e-08,0.0204081703456882,0,0.0510204105581004,0.0204081703456882,1.02040800708041e-08,0,0,0.609090921322313,0.53488373174689,1.21428569897959,0.400000119999976,0.647058835640137,0.376623391128351,0.0714285911078687,0.0760869800330785,0.225806497398533,0.102941209991346,0.255319163875054,0.156786086694507,-0.511883342604879,-0.0413926772619631,0.30102996464295,1.02040806830489,0.141329137330143,-0.0228628459406441,-0.496006559454725,0.523809519274377,0.714285686028261,0.821428548469389,0.705882340830451,0.75806449947971,0.250000012499998,0,0.357142843014131,0.357142843014131,0.429999984200001,0.104166683159722,2.27971926946758,-1.46838565681614,-6.2154820390847,-5.67322401669135,-11.2674169657446,-1.3412257406008,-1.81507593556814,-9.17782160411395,5.43548475005183,7.11183724155552,5.53612244692003,17.0826532689816,19.8226534341857,11.7008391022078,7.45188324661776,38.9816328038317,20.1979599605163,0.138875954763884,21.7176477273356,9.81050979917787,6.81359843557267,0.122865287407187
"XRD350",350,6943,0.20000001,0.12000001,0.11000001,0.06000001,0.46000001,0.04000001,0.10000001,0.21000001,0.02000001,0.03000001,1e-08,0.01000001,0.07000001,0.20000001,0.10000001,0.13000001,0.01000001,0.02000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99000006,1.00000015,0,0,0,0,1.99000021,0.01000001,0.03000001,0.06000001,0.03000002,0.23000002,0.27000002,0.01000002,0.05000002,0.31000002,0.10000003,0.53000006,0.37000006,0.0999999950000008,0.209999978500003,0,0.020000006999999,0.0300000054999992,0,9.99999850000022e-09,0.0100000084999987,0,0.0699999995000001,0.199999980000003,0,0.0999999950000008,0.129999990500001,0,0.0100000084999987,0.020000006999999,0,0.0600000009999999,0.0300000054999992,0.0100000084999987,0,0,0.581818195537189,0.434782620982986,1.14814813717421,0.500000083333319,0.636363650137739,0.367088622336163,0.100000014999998,0.106382998189224,0.263157925207751,0.151515180899905,0.235294134948094,0.103540581277485,-0.42360199218314,0,0.210853344435353,0.989999911500013,0.105510173061055,0.0330002893718056,-0.382334905433092,0.5,0.666666644444447,0.740740722908095,0.6774193433923,0.706896537455411,0.260869574669186,0,0.333333322222224,0.333333322222224,0.464646446587084,0.0800000167999993,3.52079784802259,-0.293683252216244,-4.7210514124379,-4.21315670362903,-9.31841946265957,-0.414931366805185,-2.80475391832304,-8.18543475838279,6.15263216398881,7.31500046624993,5.340700027295,16.8280002418,19.8436003623599,13.4259513248788,8.69693084025836,38.19900026515,20.9530006480499,0.521398378290243,21.1272734876032,8.68580164455751,5.83106728743177,0.111642744307846
"XRD360",360,7075,0.17000001,0.13000001,0.11000001,0.07000001,0.47000001,0.05000001,0.09000001,0.22000001,0.02000001,0.03000001,1e-08,0.01000001,0.07000001,0.18000001,0.07000001,0.18000001,1e-08,0.02000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,0.99000015,0,0,0,0,1.99000021,1e-08,0.04000001,0.06000001,0.02000002,0.25000002,0.25000002,0.01000002,0.05000002,0.31000002,0.10000003,0.52000006,0.37000006,0.0909090872359969,0.222222198653202,0,0.0202020272421171,0.0303030358126713,0,1.01010085705543e-08,0.0101010186715628,0,0.0707070700948884,0.181818164370985,0,0.0707070700948884,0.181818164370985,0,1.01010085705543e-08,0.0202020272421171,0,0.0606060615243341,0.0404040443832256,1.01010085705543e-08,0,0,0.568807354010604,0.36170214124038,1.2399999808,0.666666722222213,0.638888901234567,0.373493989548555,0.101010116008568,0.107526901260259,0.303030329660233,0.142857171428569,0.229166686197913,0.0289636930367998,-0.463757281440666,0.0725506550005163,0.0377885575992904,1.01010091766148,0.119186394004648,0.0734289407780555,-0.397939976099954,0.458333340277777,0.719101094053785,0.719999982400001,0.709677405827264,0.714285698979593,0.272727280991734,0,0.359550547026892,0.359550547026893,0.469999981800001,0.0961538616863899,3.97910979954937,0.96030386781433,-3.12575651029407,-2.65454441358149,-7.23787739832904,-0.137203213070041,-2.42687993365158,-7.99769197999321,6.91818232947647,7.23060654435254,5.33828285621977,17.6040405307009,20.0154548854361,15.3667040521517,10.0260109886744,38.6464648464952,22.1515156245178,0.130099431298067,21.2666673481481,8.79568717294325,6.53726578906234,0.160173158231665
"XRD370",370,7273,0.17000001,0.12000001,0.11000001,0.07000001,0.49000001,0.05000001,0.09000001,0.22000001,0.01000001,0.03000001,1e-08,0.01000001,0.08000001,0.18000001,0.06000001,0.17000001,1e-08,0.02000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01000006,0.99000015,0,0,0,0,2.00000021,0.01000001,0.04000001,0.07000001,0.02000002,0.23000002,0.26000002,0.01000002,0.04000002,0.31000002,0.12000003,0.51000006,0.36000006,0.0909090872359969,0.222222198653202,0,0.0101010186715628,0.0303030358126713,0,1.01010085705543e-08,0.0101010186715628,0,0.0808080786654426,0.181818164370985,0,0.0606060615243341,0.171717155800431,0,1.01010085705543e-08,0.0202020272421171,0,0.0707070700948884,0.0404040443832256,0.0101010186715628,0,0,0.566371695590884,0.346938788837984,1.19230767751479,0.571428632653053,0.657142867755101,0.357142871598639,0.121212133149677,0.12765959144409,0.342857159999997,0.1690141100972,0.204081656393165,0.0871501669452751,-0.425968725486431,0.176091230102721,0.0757207073202982,1.02020192623203,0.113943339779113,0.062147931247505,-0.371611040570947,0.400000015999997,0.72413790011891,0.692307677514794,0.709677405827264,0.701754371806711,0.291666671874999,0,0.362068950059455,0.362068950059455,0.485148495931772,0.0925926076817553,4.27330588818709,2.21285768199989,-1.53228502840014,-1.09771361560013,-5.15971339120018,0.194789097926975,-2.57174552190311,-7.49725740691204,7.68285747199993,7.46191964061824,5.32959598884909,17.6454546658402,19.622727672213,16.5631697713549,11.3535719999999,38.0606063494031,22.0303035216712,-1.02767817105886,22.2742863000816,9.60171278954316,6.91625563062953,0.173843049902796
